file,emotion,text
./Data/Sentences/Ses01F_impro03_F001.wav,e1,"AND UM I GOT MARRIED ."
./Data/Sentences/Ses01F_impro03_F002.wav,e1,"YEAH  IN THE OLD TOWN PART ."
./Data/Sentences/Ses01F_impro03_F004.wav,e1,"UM . YES . IT  WAS VERY ROMANTIC ."
./Data/Sentences/Ses01F_impro03_F005.wav,e1,"IT WAS AT THE SLOT MACHINES ."
./Data/Sentences/Ses01F_impro03_F006.wav,e1,"UHUH UHUH HE WON BIG AND HE AND HE REALIZED THAT THE ONLY THING THAT WOULD MAKE IT BETTER WAS  ME AS HIS BRIDE ."
./Data/Sentences/Ses01F_impro03_F008.wav,e1,"YEAH . WELL . YOU KNOW BECAUSE HE'S LEAVING THE NEXT DAY ."
./Data/Sentences/Ses01F_impro03_F009.wav,e1,"BUT WE'RE GOING TO HAVE A HONEYMOON CRUISE ."
./Data/Sentences/Ses01F_impro03_F010.wav,e1,"OH . I HADN'T EVEN THOUGHT ABOUT THAT ."
./Data/Sentences/Ses01F_impro03_F012.wav,e1,"OH TOTALLY ."
./Data/Sentences/Ses01F_impro03_F013.wav,e1,"I GUESS I'LL I GUESS I'LL HAVE AN INTERNET HUSBAND  {LG} ."
./Data/Sentences/Ses01F_impro03_F015.wav,e1,"YEAH . SO . {LG} . HE'S CALLING ME NOW ."
./Data/Sentences/Ses01F_impro03_F016.wav,e1,"HE LIKES TO KEEP TABS . YOU KNOW ."
./Data/Sentences/Ses01F_impro03_F017.wav,e0,"UH . I  THINK SEVEN HUNDRED AND FIFTY DOLLARS ."
./Data/Sentences/Ses01F_impro03_F018.wav,e0,"PENNY SLOTS  THAT'S WHAT HE PLAYS ."
./Data/Sentences/Ses01F_impro03_F019.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro03_F021.wav,e1,"YEAH . WE PLAYED WHEEL OF FORTUNE PENNIES . IT'S LIKE A GIANT THING WITH LIKE ."
./Data/Sentences/Ses01F_impro03_F022.wav,e0,"FIFTY BUCKS MMHMM ."
./Data/Sentences/Ses01F_impro03_F023.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro03_F024.wav,e1,"WELL SO NOW WE'RE MARRIED  WE  HAVE CAT CHILDREN ."
./Data/Sentences/Ses01F_impro03_F025.wav,e1,"WE RENAMED BRENDA  LUMBER JANET ."
./Data/Sentences/Ses01F_impro03_F026.wav,e1,"SHE NEEDS A NEW NAME EACH STATE THAT WE GO INTO  {LG} ."
./Data/Sentences/Ses01F_impro03_M000.wav,e0,"SO WHAT'S UP WHAT'S NEW ."
./Data/Sentences/Ses01F_impro03_M001.wav,e0,"YEAH I HEARD ."
./Data/Sentences/Ses01F_impro03_M003.wav,e1,"WHO DID YOU  MARRY ."
./Data/Sentences/Ses01F_impro03_M006.wav,e0,"HE TURNED TO YOU AND WAS LIKE ."
./Data/Sentences/Ses01F_impro03_M007.wav,e1,"{LG} THAT'S REALLY ROMANTIC ."
./Data/Sentences/Ses01F_impro03_M008.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro03_M009.wav,e0,"DOES THAT MEAN THAT YOU'RE GOING TO GET CITIZENSHIP TOO IN . IN ENGLAND OR  WHATEVER ."
./Data/Sentences/Ses01F_impro03_M011.wav,e0,"YEAH BUT HE'LL HAVE LIKE A LONG VISA . CAN YOU GO VISIT THEN FOR A LONG TIME ."
./Data/Sentences/Ses01F_impro03_M013.wav,e1,"LIKE YOU NEED ANOTHER ONE OF THOSE {LG} ."
./Data/Sentences/Ses01F_impro03_M014.wav,e1,"IS . THAT . YOUR PHONE ."
./Data/Sentences/Ses01F_impro03_M015.wav,e1,"HE LOVES YOU ."
./Data/Sentences/Ses01F_impro03_M016.wav,e0,"HOW MUCH DID HE WIN AT THE SLOT ."
./Data/Sentences/Ses01F_impro03_M019.wav,e0,"I'M A BIG FAN OF THE WHEEL OF FORTUNE QUARTERS  BUT IT JUST COSTS SO MUCH  I DON'T KNOW ."
./Data/Sentences/Ses01F_impro03_M020.wav,e0,"BUT THE PENNIES ALWAYS GET YOU BECAUSE YOU END UP SPENDING LIKE YOU KNOW . FIFTY BUCKS ."
./Data/Sentences/Ses01F_impro03_M021.wav,e0,"LIKE WAIT BUT IT'S JUST PENNIES YOU'RE LIKE WAIT A MINUTE I'M ON TO YOU ."
./Data/Sentences/Ses01F_impro03_M022.wav,e1,"AWESOME ."
./Data/Sentences/Ses01F_impro03_M023.wav,e1,"{LG} CAT BABIES ."
./Data/Sentences/Ses01F_impro03_M024.wav,e0,"THAT'S FAIR ENOUGH ."
./Data/Sentences/Ses01F_impro04_F000.wav,e0,"UH WHAT . CRAIG'S LIST OH THE INTERNET THING ."
./Data/Sentences/Ses01F_impro04_F001.wav,e0,"I DON'T KNOW ISN'T THAT THAT'S ALL LIKE  ESCORT SERVICES AND THINGS LIKE THAT ."
./Data/Sentences/Ses01F_impro04_F005.wav,e0,"HE JUST ."
./Data/Sentences/Ses01F_impro04_F006.wav,e0,"YOU KNOW WHAT I HEARD ABOUT THAT JOB I APPLIED FOR THAT ."
./Data/Sentences/Ses01F_impro04_F009.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro04_F013.wav,e0,"I JUST I MEAN I CALL PEOPLE UP AND I TELL THEM WHAT I'M GOOD AT ."
./Data/Sentences/Ses01F_impro04_F014.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro04_F028.wav,e2,"I'M NOT FRUSTRATED ."
./Data/Sentences/Ses01F_impro04_F029.wav,e2,"WHO DO YOU THINK YOU ARE ."
./Data/Sentences/Ses01F_impro04_F030.wav,e2,"YOU ARE SO HIGH AND MIGHTY I JUST ."
./Data/Sentences/Ses01F_impro04_F031.wav,e2,"OH I'M SAVING THE ENVIRONMENT I'M RIDING THIS CAR BECAUSE I I WANT TO ."
./Data/Sentences/Ses01F_impro04_F032.wav,e2,"THE BUS I'M RIDING THE BUS BECAUSE I  WANT TO ."
./Data/Sentences/Ses01F_impro04_F033.wav,e2,"I CAN NOT YOU ARE NOT HERE BY CHOICE  NOBODY WOULD RIDE THIS BUS BY CHOICE ."
./Data/Sentences/Ses01F_impro04_M000.wav,e0,"HAVE YOU TRIED UH CRAIG'S LIST ."
./Data/Sentences/Ses01F_impro04_M001.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro04_M002.wav,e0,"NO THERE'S REGULAR JOBS ON THERE ."
./Data/Sentences/Ses01F_impro04_M003.wav,e0,"UH HUH ."
./Data/Sentences/Ses01F_impro04_M004.wav,e0,"I'M JUST SAYING I HAVE A FRIEND THAT GOT A GOOD JOB ON IT SO I WAS JUST RECOMMENDING IT ."
./Data/Sentences/Ses01F_impro04_M005.wav,e0,"HE'S LIKE A MANAGER FOR A THEATRE ."
./Data/Sentences/Ses01F_impro04_M006.wav,e0,"HE'S LIKE A HOUSE MANAGER YEAH IT'S A GOOD JOB ."
./Data/Sentences/Ses01F_impro04_M007.wav,e0,"YOU DID ."
./Data/Sentences/Ses01F_impro04_M008.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro04_M009.wav,e0,"YOU'VE BEEN LOOKING FOR A JOB FOR A LONG TIME THAT WAS A LONG TIME AGO RIGHT ."
./Data/Sentences/Ses01F_impro04_M010.wav,e0,"HMM ."
./Data/Sentences/Ses01F_impro04_M011.wav,e0,"I DON'T KNOW HE HAD A  REALLY GOOD RESUME I GUESS AND ."
./Data/Sentences/Ses01F_impro04_M012.wav,e0,"YEAH DO YOU  HAVE A RESUME ."
./Data/Sentences/Ses01F_impro04_M013.wav,e0,"IT'S KIND OF HELPFUL WHEN GETTING A JOB ."
./Data/Sentences/Ses01F_impro04_M014.wav,e0,"WELL MAYBE WE SHOULD SIT DOWN SOME TIME . AND YOU CAN JUST TELL ME ALL THE STUFF THAT YOU HAVE DONE . AND I'LL WRITE IT OUT ."
./Data/Sentences/Ses01F_impro04_M015.wav,e0,"NO YOU CAN OR YOU CAN JUST BRING IT IN PERSON . BUT THEY NEED GENERALLY SOMETHING TO SEE YOU KNOW WHAT KIND OF WHAT THAT YOU'VE DONE WHAT KIND OF ."
./Data/Sentences/Ses01F_impro04_M016.wav,e0,"YEAH BUT THE PIECE OF PAPER HELPS TOO ."
./Data/Sentences/Ses01F_impro04_M017.wav,e0,"NO BUT IT HAS AN OUTLINE YOU KNOW ."
./Data/Sentences/Ses01F_impro04_M018.wav,e0,"I KNOW . OKAY . WELL UM  MAYBE ."
./Data/Sentences/Ses01F_impro04_M019.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro04_M020.wav,e0,"OKAY YEAH I WOULD IMAGINE ."
./Data/Sentences/Ses01F_impro04_M021.wav,e0,"WELL SOMETIMES YOU HAVE TO DO THINGS THAT YOU DON'T NECESSARILY LIKE . TO DO TO HAVE A JOB  BUT THE JOB AFFORDS YOU . MONEY . YOU WON'T HAVE TO BE TAKING THE BUS RIGHT NOW ."
./Data/Sentences/Ses01F_impro04_M022.wav,e0,"MAYBE GET A CAR ."
./Data/Sentences/Ses01F_impro04_M023.wav,e0,"I . JUST  YOU KNOW  THINK YOU SHOULD  TRY A LITTLE HARDER MAYBE ."
./Data/Sentences/Ses01F_impro04_M024.wav,e0,"I DIDN'T SAY THAT ."
./Data/Sentences/Ses01F_impro04_M025.wav,e0,"I AM RIDING THE BUS  BUT BY CHOICE ."
./Data/Sentences/Ses01F_impro04_M026.wav,e0,"TO SAVE THE ENVIRONMENT CARPOOL ."
./Data/Sentences/Ses01F_impro04_M027.wav,e0,"YES  ONE LESS CAR AT A TIME ."
./Data/Sentences/Ses01F_impro04_M028.wav,e0,"MMHMM ."
./Data/Sentences/Ses01F_impro04_M031.wav,e0,"I DON'T THINK I'M ANYONE ."
./Data/Sentences/Ses01F_impro04_M032.wav,e0,"I I  I . DIDN'T . OKAY ."
./Data/Sentences/Ses01F_impro05_F008.wav,e2,"FLIGHT SEVEN FOURTEEN ."
./Data/Sentences/Ses01F_impro05_F009.wav,e2,"AM I GOING TO BE GETTING LIKE FREE TICKETS FREE MILEAGE  WHEN CAN I EXPECT MY BAG HERE ."
./Data/Sentences/Ses01F_impro05_F011.wav,e2,"IS THIS A JOKE ."
./Data/Sentences/Ses01F_impro05_F012.wav,e2,"ARE THERE CANDID CAMERAS IS THIS THAT MOVIE . THERE'S THAT SHOW RIGHT AIRPLANE AIRLINE ."
./Data/Sentences/Ses01F_impro05_F014.wav,e2,"YOU'RE KIDDING ME THIS IS A JOKE ."
./Data/Sentences/Ses01F_impro05_F015.wav,e2,"DO YOU HAVE ANY IDEA . FIFTY DOLLARS THAT'S SUPPOSED TO REPLACE EVERYTHING THAT I HAVE . DO YOU UNDERSTAND HOW MUCH I HAVE PACKED IN THERE  NOT ONLY DOES  IT HAVE SENTIMENTAL VALUE IT CAN'T BE REPLACED LIKE  THAT  IT WAS INCREDIBLY EXPENSIVE ."
./Data/Sentences/Ses01F_impro05_F016.wav,e2,"WE FLEW IN FROM PARIS  I'VE BEEN SHOPPING  FOR THREE WEEKS ."
./Data/Sentences/Ses01F_impro05_F017.wav,e2,"I DON'T CARE WHAT YOU'RE FREAKING SIGN  SAYS . SOMEBODY SOMEBODY NEEDS TO REPLACE  EVERYTHING I'VE GOT THERE . AND . GIVE ME MONEY FOR MY INCONVENIENCE ."
./Data/Sentences/Ses01F_impro05_F018.wav,e2,"DO YOU UNDERSTAND WHO MY HUSBAND IS ."
./Data/Sentences/Ses01F_impro05_F019.wav,e2,"IF YOU'RE IF YOU'RE IF YOU'RE LOOKING FOR A LAWSUIT BABY YOU'VE  FOUND IT ."
./Data/Sentences/Ses01F_impro05_F020.wav,e2,"OH  OH . IT'S A GIFT YOU'RE YOU'RE HELPING ME OUT HERE ."
./Data/Sentences/Ses01F_impro05_F021.wav,e2,"YOU ARE CRUISING FOR A BRUISING YOU ARE IN SO MUCH TROUBLE ."
./Data/Sentences/Ses01F_impro05_F022.wav,e2,"WHO'S IN CHARGE . WHO IS THE PRESIDENT OF JET BLUE ."
./Data/Sentences/Ses01F_impro05_F023.wav,e2,"BECAUSE I PROBABLY KNOW HIM ."
./Data/Sentences/Ses01F_impro05_F024.wav,e2,"YEAH ."
./Data/Sentences/Ses01F_impro05_F025.wav,e2,"I DON'T WANT MONEY I WANT MY CLOTHES ."
./Data/Sentences/Ses01F_impro05_F026.wav,e2,"WHAT'S YOUR NAME ."
./Data/Sentences/Ses01F_impro05_F028.wav,e2,"OKAY . I'LL DO THAT ."
./Data/Sentences/Ses01F_impro05_F029.wav,e2,"I DON'T THINK YOU HAVE DONE EVERYTHING YOU COULD DO BECAUSE I DON'T HAVE MY BAG HERE YET ."
./Data/Sentences/Ses01F_impro05_F030.wav,e2,"A LETTER . I'LL MAKE A PERSONAL PHONE CALL ."
./Data/Sentences/Ses01F_impro05_M000.wav,e0,"HI THANKS FOR WAITING ."
./Data/Sentences/Ses01F_impro05_M001.wav,e1,"CAN I HELP YOU ."
./Data/Sentences/Ses01F_impro05_M002.wav,e1,"UH HUH ."
./Data/Sentences/Ses01F_impro05_M003.wav,e0,"OKAY ."
./Data/Sentences/Ses01F_impro05_M004.wav,e0,"OKAY ."
./Data/Sentences/Ses01F_impro05_M005.wav,e0,"OKAY GREAT I'M . REALLY SORRY THAT YOU . HAD TO DO THAT WHAT'S YOUR LAST NAME LET'S START THERE ."
./Data/Sentences/Ses01F_impro05_M006.wav,e0,"OKAY ."
./Data/Sentences/Ses01F_impro05_M007.wav,e0,"ALL RIGHT . OKAY . AND YOU LOST YOUR BAG  IS THAT  THAT THE ISSUE ."
./Data/Sentences/Ses01F_impro05_M008.wav,e0,"UH HUH ."
./Data/Sentences/Ses01F_impro05_M009.wav,e0,"YEAH YEAH I . DON'T SEE I  DON'T SEE . ANY ."
./Data/Sentences/Ses01F_impro05_M010.wav,e0,"I DON'T SEE ANY RECORD OF IT AND I  USUALLY WHEN I DON'T SEE A RECORD OF IT THAT MEANS UM ."
./Data/Sentences/Ses01F_impro05_M011.wav,e0,"WE'VE MISTAKENLY LOST YOUR BAGGAGE  WE'RE VERY SORRY . ON . BEHALF OF JET BLUE I WOULD LIKE TO APOLOGIZE FOR ANY INCONVENIENCE  I AM ALLOWED TO ISSUE YOU A FIFTY  DOLLAR  GIFT CARD WHICH YOU CAN USE . ANY  FUTURE FLIGHTS YOU WANT TO TAKE WITH US  I'M VERY SORRY ONCE AGAIN ."
./Data/Sentences/Ses01F_impro05_M012.wav,e0,"FOR SUCH AN INCONVENIENCE AND YOUR BAG  BUT ."
./Data/Sentences/Ses01F_impro05_M013.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro05_M014.wav,e0,"NO NO ."
./Data/Sentences/Ses01F_impro05_M015.wav,e0,"NO NO . THIS . IS REAL ."
./Data/Sentences/Ses01F_impro05_M016.wav,e0,"NO I'M JUST GIVING YOU MONEY  THE BAG IS . GONE  IF IT'S NOT HERE I'M  REALLY SORRY THERE IS NOTHING I CAN DO BECAUSE ."
./Data/Sentences/Ses01F_impro05_M017.wav,e0,"THIS IS THE ONLY TRACK RECORD THAT WE HAVE AND IF IT'S NOT LISTED HERE THEN IT'S  PROBABLY NOT  ANYWHERE ."
./Data/Sentences/Ses01F_impro05_M019.wav,e0,"YES ."
./Data/Sentences/Ses01F_impro05_M020.wav,e0,"I KNOW ."
./Data/Sentences/Ses01F_impro05_M022.wav,e0,"OKAY . CALM ."
./Data/Sentences/Ses01F_impro05_M023.wav,e0,"ACTUALLY WE ARE NOT NECESSARILY LIABLE TO . GIVE . YOU TO . EVEN GIVE YOU THIS FIFTY DOLLARS SO IT'S ACTUALLY IT'S ACTUALLY  REALLY ."
./Data/Sentences/Ses01F_impro05_M024.wav,e0,"WE ARE ACTUALLY NOT EVEN . ALLOWED YOU KNOW LIKE WE DON'T HAVE TO GIVE YOU THIS . FIFTY DOLLARS WE DON'T HAVE TO DO THAT ."
./Data/Sentences/Ses01F_impro05_M025.wav,e0,"IT'S A . GIFT ."
./Data/Sentences/Ses01F_impro05_M026.wav,e0,"YOU KNOW THE AIRLINES CAN NOT BE HELD RESPONSIBLE FOR EVERY . BAG OF LUGGAGE THAT COMES THROUGH  HERE ."
./Data/Sentences/Ses01F_impro05_M027.wav,e0,"WITH THE AMOUNT OF ."
./Data/Sentences/Ses01F_impro05_M028.wav,e0,"UM ACTUALLY I DON'T KNOW . I DON'T KNOW . OH REALLY ."
./Data/Sentences/Ses01F_impro05_M029.wav,e0,"WELL THEN MAYBE YOU CAN JUST CALL HIM AND HE CAN . GIVE YOU MORE MONEY  BUT RIGHT NOW ALL I CAN . DO ."
./Data/Sentences/Ses01F_impro05_M030.wav,e0,"RIGHT NOW ALL I CAN DO IS JUST GIVE YOU THIS FIFTY DOLLARS I'M REALLY SORRY ."
./Data/Sentences/Ses01F_impro05_M031.wav,e0,"OH MY NAME IS SEAN . HI ."
./Data/Sentences/Ses01F_impro05_M034.wav,e0,"IF YOU WANT  YOU  CAN WRITE A LETTER I CAN GIVE YOU THE ADDRESS  YES . AN ANGRY ."
./Data/Sentences/Ses01F_impro05_M035.wav,e0,"OR YOU CAN MAKE A PHONE CALL BUT I THINK A LETTER MIGHT BE A LITTLE MORE . IN MY IMPRESSION . LETTERS HAVE  MORE ."
./Data/Sentences/Ses01F_impro06_F002.wav,e3,"NO ."
./Data/Sentences/Ses01F_impro06_F003.wav,e0,"THAT'S  SWEET ."
./Data/Sentences/Ses01F_impro06_F004.wav,e0,"THANK YOU ."
./Data/Sentences/Ses01F_impro06_F005.wav,e3,"I . WENT TO SEE HER HEADSTONE  A WEEK OR TWO AGO ."
./Data/Sentences/Ses01F_impro06_F006.wav,e3,"I USED TO GO TO CEMETERIES A LOT  BEFORE SHE DIED . I JUST YOU . KNOW  I FELT . LIKE THEY WERE URBAN OASIS YOU . KNOW THERE IS ALWAYS  THIS GREEN  IN THE  CITY ."
./Data/Sentences/Ses01F_impro06_F007.wav,e3,"SO I WAS LIKE WANDERING  AROUND BEFORE IT . TAKES FOREVER TO FIND HER HEADSTONE . I ALWAYS  LOSE IT . YOU KNOW ."
./Data/Sentences/Ses01F_impro06_F008.wav,e3,"SO I WAS LOOKING AT THIS OTHER ONE . AND THERE WAS LIKE A PIECE OF CANDY THERE  AND I  THOUGHT THAT I WOULD  TAKE THE CANDY AND PUT IT ON HER HEADSTONE  AND ."
./Data/Sentences/Ses01F_impro06_F009.wav,e0,"THIS WOMAN  CAME  UP  AND  YOU KNOW IT WAS HERS IT . WAS HER . PERSON . THAT WAS THERE ."
./Data/Sentences/Ses01F_impro06_F010.wav,e3,"YEAH AND SHE WAS LIKE  THAT'S PATHETIC  I  HOPE YOU ENJOY IT ."
./Data/Sentences/Ses01F_impro06_F011.wav,e3,"AND I YOU KNOW I MEAN  I SAID I WAS SORRY AND I . BROUGHT IT BACK  TO HER KIND OF AND I . LIKE . PUT IT ON THE . GROUND AND  SHE WAS . LIKE . NO  IT'S FINE  SHE  WAS LIKE I  WOULD RATHER HAVE HER BACK  HONESTLY ."
./Data/Sentences/Ses01F_impro06_F012.wav,e3,"I DON'T KNOW IT JUST  LIKE . I FELT SO BAD BECAUSE . I SHOULDN'T HAVE DONE . IT  I DON'T  KNOW  WHATEVER ."
./Data/Sentences/Ses01F_impro06_F013.wav,e3,"I DON'T KNOW ."
./Data/Sentences/Ses01F_impro06_F014.wav,e3,"AT THE CEMETERY ."
./Data/Sentences/Ses01F_impro06_F015.wav,e3,"COUPLE HOURS ."
./Data/Sentences/Ses01F_impro06_F016.wav,e0,"I BROUGHT  I BROUGHT CHUCK WITH ME  HE WENT TO REDLANDS YEAH . FOR THE DAY . WE RAN THROUGH THE SPRINKLERS ."
./Data/Sentences/Ses01F_impro06_F018.wav,e0,"YEAH . IT'S . HUGE  REDLANDS IS . AN OLD CITY . SO THEY HAVE LOTS AND LOTS OF STONES ."
./Data/Sentences/Ses01F_impro06_F019.wav,e0,"YEAH ."
./Data/Sentences/Ses01F_impro06_F020.wav,e3,"IT'S WEIRD WHENEVER I GO BACK TO TOWN  I  THINK OF HER  I MEAN IT'S . LIKE  I MEAN WE GREW UP TOGETHER  AND  SHE DIED WHEN WE WERE TWENTY ONE . AND YEAH SHE HAD . CANCER SHE HAD TWO BRAIN TUMORS ."
./Data/Sentences/Ses01F_impro06_F021.wav,e3,"MY BEST FRIEND HEATHER . SHE'S GOT A WE HAVE . A WE BUILT THIS LIKE . LITTLE  THERE'S A  PARK  PROSPECT  PARK AND THERE . IS LIKE A  GARDEN SECTION OF IT . THAT WE SET UP  FOR  HER ."
./Data/Sentences/Ses01F_impro06_F022.wav,e3,"SHE USED TO HAVE THESE  POETRY PARTIES  ON MEMORIAL DAY ."
./Data/Sentences/Ses01F_impro06_F023.wav,e3,"UMM YEAH ."
./Data/Sentences/Ses01F_impro06_F024.wav,e3,"AND THE LAST TIME BEFORE SHE DIED I REMEMBER SHE  COULDN'T REALLY STAND UMM ."
./Data/Sentences/Ses01F_impro06_F025.wav,e3,"BUT . I MEAN . SHE  COULD BUT IT  WAS SO IT WAS KIND OF  SITTING AT HER FEET HOLDING . HER UP AND  SHE HAD THESE  POEMS SHE HAD MEMORIZED  AND I REMEMBER LOOKING UP SHE HAD  CURLY RED HAIR  AND THERE WAS THIS PALM TREE RIGHT BEHIND HER AND . IT  WAS  LIKE A . CROWN GROWING  RIGHT OUT . OF HER HEAD IT . WAS . COOL ."
./Data/Sentences/Ses01F_impro06_F026.wav,e3,"SOME I GUESS SHE MEMORIZED THIS . ONE JOHN DUNN . IT'S CALLED DEATH BE NOT PROUD AND ."
./Data/Sentences/Ses01F_impro06_F027.wav,e0,"THERE'S ANOTHER ONE I CAN'T REMEMBER ."
./Data/Sentences/Ses01F_impro06_F028.wav,e3,"I  REMEMBER TOO WHEN WE WERE . SHE DIED AT U C L A . SHE  HAD . BRAIN SURGERY AND . THERE WAS  NOT MUCH . HOPE . TO BEGIN  WITH . BUT . I GAVE BLOOD  FOR HER SURGERY  HER MOM AND I  BEFORE SO . WE DROPPED HER OFF IN THE WAITING ROOM AND THEN WE WERE GIVING BLOOD AND CAME BACK AND SHE  IN HER WHEELCHAIR LIKE CAN HARDLY DO ANYTHING . RECITING HER POETRY FOR THESE PEOPLE LIKE IN THE WAITING ROOM  ALL SHE NEEDS IS A GOD DAMN AUDIENCE  YOU KNOW ."
./Data/Sentences/Ses01F_impro06_M000.wav,e3,"I'M SORRY JOY ."
./Data/Sentences/Ses01F_impro06_M001.wav,e0,"IS THERE ANYTHING I CAN GET YOU DO YOU WANT ME . TO . TAKE CARE OF ANYTHING FOR YOU OR ."
./Data/Sentences/Ses01F_impro06_M002.wav,e0,"PICK UP ANYTHING ."
./Data/Sentences/Ses01F_impro06_M003.wav,e3,"YOU KNOW YOU ARE WELCOME TO STAY AT MY HOUSE IF YOU WANT TO  JUST . CHECK OUT  FOR A . COUPLE DAYS AND HANG OUT ."
./Data/Sentences/Ses01F_impro06_M004.wav,e0,"HMM ."
./Data/Sentences/Ses01F_impro06_M005.wav,e0,"OH SHE WAS THERE ."
./Data/Sentences/Ses01F_impro06_M006.wav,e0,"MMHMM ."
./Data/Sentences/Ses01F_impro06_M007.wav,e3,"YEAH ."
./Data/Sentences/Ses01F_impro06_M008.wav,e0,"HOW LONG WERE YOU THERE FOR ."
./Data/Sentences/Ses01F_impro06_M009.wav,e0,"MMHMM ."
./Data/Sentences/Ses01F_impro06_M010.wav,e0,"OH REALLY ."
